"E_km","N_km","group"
584.751578933102,6210.25260787005,1
584.150534081529,6209.12772051237,1
581.656817367099,6209.07974709417,1
580.430773240123,6207.94317119762,1
576.067004905179,6207.86387617238,1
574.839146187295,6206.72932693042,1
567.355894232163,6206.60589110342,1
566.125406522417,6205.47389021083,1
559.263526153797,6205.37409612502,1
558.000688153719,6206.46982125957,1
553.635608027505,6206.41333099776,1
552.998619472703,6207.51831991567,1
551.128232647086,6207.49572699907,1
550.491049434921,6208.60154598453,1
549.868064221332,6208.59430152452,1
549.231378454322,6209.69984665857,1
548.608597848842,6209.69277832504,1
547.973325135503,6210.79899775863,1
546.727065622512,6210.78524377931,1
546.092449859821,6211.89129309724,1
544.846476660848,6211.8781105552,1
544.212538641333,6212.98489825594,1
543.589233074723,6212.97850631891,1
542.955732227738,6214.08500501086,1
542.332615366419,6214.07884978151,1
542.32161933311,6215.19204011087,1
540.454582450605,6215.17403084088,1
540.44411501276,6216.28683411238,1
538.577553250627,6216.26963031047,1
537.945835118286,6217.37686404736,1
535.458074080489,6217.35560938315,1
535.448850094765,6218.46885044758,1
529.229509056173,6218.42198531698,1
528.60053115391,6219.53058774175,1
527.356794728451,6219.52245548494,1
526.727523605001,6220.63180278772,1
526.713633690524,6222.85781099002,1
525.471840013692,6222.85023740004,1
524.84352993343,6223.95941036603,1
522.980310808131,6223.94897767252,1
522.359524129282,6223.94571868816,1
521.733127071365,6225.05530562974,1
521.738782378522,6223.94253262862,1
519.253911431945,6223.93061326703,1
519.258879731117,6222.81783718023,1
518.637974415475,6222.81504208547,1
518.633120455732,6223.92784939548,1
516.148202187742,6223.91778680387,1
515.523429220057,6225.02829455496,1
515.515330871536,6227.2543483513,1
514.895075873471,6227.25216048331,1
514.270154923084,6228.36330417594,1
513.650043485444,6228.36127776237,1
513.026531912074,6229.47213042228,1
512.405653284338,6229.47028588045,1
512.402408961108,6230.58352089541,1
506.201715757276,6230.57005780665,1
505.579479911493,6231.68204150971,1
503.719666287821,6231.68003177412,1
503.099194668584,6232.79278199062,1
500.619465236711,6232.79167044823,1
500.61928533003,6233.90453927423,1
495.042691444076,6233.90735745699,1
494.424851216752,6235.02094840279,1
493.185623624128,6235.02271002106,1
493.187378375733,6236.13601685651,1
488.852632799891,6236.14511843425,1
488.229622591867,6235.03354660725,1
485.752149172984,6235.04106027604,1
485.128166398225,6233.93035638261,1
480.791205316511,6233.94766653875,1
480.176131001136,6235.06337238621,1
478.937775038546,6235.0692835703,1
477.710145061135,6237.30163924326,1
477.716077933908,6238.41490174986,1
477.097376785185,6238.41817107657,1
477.721864439958,6239.52772724883,1
477.727661631897,6240.64099506305,1
478.351622084031,6241.75063854646,1
478.970810646014,6241.74754872479,1
478.357290044748,6242.86391136207,1
478.362948530431,6243.97671855338,1
477.745141967582,6243.97991249092,1
477.780034199042,6250.65825083385,1
477.169202593326,6251.77439860778,1
477.187087509849,6255.11339997152,1
475.953694020314,6255.12020109719,1
475.343935795888,6256.23697576674,1
474.110885732824,6256.24436980754,1
473.501771219789,6257.36104317864,1
472.884986291087,6257.36495768371,1
472.892122836436,6258.47821189788,1
472.276347609486,6258.48219593788,1
471.667123271421,6259.59914240547,1
470.435948120785,6259.60758591994,1
469.811441968243,6258.49905200286,1
467.347561995613,6258.51735710769,1
466.723076678038,6257.40885472685,1
463.024914134848,6257.43955422782,1
463.034546890206,6258.55278639894,1
462.418885955269,6258.55823958281,1
461.813199213934,6259.67655312144,1
461.823184850334,6260.78985894691,1
458.128910402602,6260.82483819783,1
457.501295079453,6259.71766311404,1
455.038141720358,6259.7431075663,1
454.433627053881,6260.86300385268,1
452.586436005332,6260.88326448641,1
451.983727764338,6262.00304240697,1
448.290410494744,6262.04660637281,1
447.687992230653,6263.16703046071,1
445.841760314652,6263.19024224471,1
445.241168536426,6264.31145668318,1
444.025145668734,6265.44036738036,1
443.410372435232,6265.44856427068,1
442.810697537503,6266.57006489566,1
440.35044870443,6266.60413701121,1
439.751752205839,6267.72569141573,1
437.907584389849,6267.75240409223,1
436.694493412499,6268.88390252124,1
434.850843888325,6268.91194594865,1
433.638869051054,6270.04391198948,1
430.56666461416,6270.09339722605,1
429.970984225032,6271.21674893305,1
428.128272627719,6271.24780902651,1
426.918905450029,6272.38171078812,1
426.30508018439,6272.39242275921,1
425.096448814907,6273.52682744952,1
423.254797152515,6273.55999303391,1
422.047180305495,6274.69574370825,1
420.20604495566,6274.73024195193,1
419.613819269576,6275.85466372918,1
416.545719826369,6275.91442837156,1
415.910265030666,6274.81386621603,1
410.385877692576,6274.92778589211,1
410.409484885609,6276.0405403158,1
409.796274615398,6276.05361406762,1
409.748532768906,6273.82769133258,1
409.111058331466,6272.72812272636,1
408.496373216866,6272.74144132287,1
407.85833773513,6271.64208670999,1
407.244399223805,6271.65552801343,1
406.604881754635,6270.5559529942,1
405.99089971444,6270.56956829727,1
404.736684432416,6269.48441853726,1
403.507365766995,6269.51236767966,1
402.253223303925,6268.4275082895,1
396.105978364536,6268.57433762835,1
394.903999095441,6269.71790319156,1
394.2897853567,6269.73327917394,1
393.703695871688,6270.86138376219,1
391.860699317072,6270.90824631051,1
